BDSN|B_FOXVN_BD|SNE3200011|SNE3200011|1TZZ2400230|BZ50079985||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200039|SNE3200039|1TZZ2400227|BZ50078071||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200042|SNE3200042|1TZZ2400239|BZ50083702||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200043|SNE3200043|1TZZ2400239|BZ50083727||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200044|SNE3200044|1TZZ2400226|BZ50077103||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200046|SNE3200046|1TZZ2400233|BZ50081528||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200050|SNE3200050|1TZZ2400226|BZ50077032||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200052|SNE3200052|1TZZ2400225|BZ50076241||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200053|SNE3200053|1TZZ2400239|BZ50083706||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200071|SNE3200071|1TZZ2400226|BZ50077043||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200076|SNE3200076|1TZZ2400233|BZ50081509||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200084|SNE3200084|1TZZ2400226|BZ50076775||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200085|SNE3200085|1TZZ2400226|BZ50077543||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200087|SNE3200087|1TZZ2400226|BZ50076858||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200088|SNE3200088|1TZZ2400233|BZ50081506||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200089|SNE3200089|1TZZ2400226|BZ50076990||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200090|SNE3200090|1TZZ2400226|BZ50076827||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200094|SNE3200094|1TZZ2400226|BZ50076864||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200095|SNE3200095|1TZZ2400233|BZ50081490||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200100|SNE3200100|1TZZ2400226|BZ50077534||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200108|SNE3200108|1TZZ2400233|BZ50081498||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200112|SNE3200112|1TZZ2400226|BZ50077057||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200114|SNE3200114|1TZZ2400239|BZ50083702||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200117|SNE3200117|1TZZ2400230|BZ50079979||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200129|SNE3200129|1TZZ2400226|BZ50077357||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200132|SNE3200132|1TZZ2400226|BZ50077057||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200143|SNE3200143|1TZZ2400226|BZ50077004||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200144|SNE3200144|1TZZ2400226|BZ50077585||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200145|SNE3200145|1TZZ2400226|BZ50076849||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200149|SNE3200149|1TZZ2400226|BZ50077047||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200150|SNE3200150|1TZZ2400226|BZ50076770||03-50161-00||VN||||||||||
BDSN|B_FOXVN_BD|SNE3200152|SNE3200152|1TZZ2400225|BZ50076197||03-50161-00||VN||||||||||
